# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	445551	446045	+					ectA		GUY30_RS01950	495		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	445551	446045	+	WP_228281600.1	WP_228281600.1		diaminobutyrate acetyltransferase	ectA		GUY30_RS01950	495	164	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	446208	447500	+					ectB		GUY30_RS01955	1293		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	446208	447500	+	WP_167193664.1	WP_167193664.1		diaminobutyrate--2-oxoglutarate transaminase	ectB		GUY30_RS01955	1293	430	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	447672	448079	+							GUY30_RS01960	408		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	447672	448079	+	WP_025778555.1	WP_025778555.1		ectoine synthase			GUY30_RS01960	408	135	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	448343	449041	+							GUY30_RS01965	699		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	448343	449041	+	WP_167193666.1	WP_167193666.1		hypothetical protein			GUY30_RS01965	699	232	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	449247	450155	+					thpD		GUY30_RS01970	909		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	449247	450155	+	WP_167193668.1	WP_167193668.1		ectoine hydroxylase	thpD		GUY30_RS01970	909	302	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	450303	450602	-							GUY30_RS01975	300		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	450303	450602	-	WP_167193670.1	WP_167193670.1		hypothetical protein			GUY30_RS01975	300	99	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	450714	452207	-							GUY30_RS01980	1494		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	450714	452207	-	WP_039206220.1	WP_039206220.1		alanine:cation symporter family protein			GUY30_RS01980	1494	497	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	452546	453406	+							GUY30_RS01985	861		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	452546	453406	+	WP_062239513.1	WP_062239513.1		glycerophosphodiester phosphodiesterase			GUY30_RS01985	861	286	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	453467	453919	-							GUY30_RS01990	453		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	453467	453919	-	WP_167193672.1	WP_167193672.1		pyridoxamine 5'-phosphate oxidase family protein			GUY30_RS01990	453	150	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	454100	455119	-							GUY30_RS01995	1020		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	454100	455119	-	WP_167193674.1	WP_167193674.1		hypothetical protein			GUY30_RS01995	1020	339	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	455230	457695	+							GUY30_RS02000	2466		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	455230	457695	+	WP_167193676.1	WP_167193676.1		DUF255 domain-containing protein			GUY30_RS02000	2466	821	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	457767	459533	-							GUY30_RS02005	1767		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	457767	459533	-	WP_167193678.1	WP_167193678.1		ABC-ATPase domain-containing protein			GUY30_RS02005	1767	588	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	459544	460356	-							GUY30_RS02010	813		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	459544	460356	-	WP_167193680.1	WP_167193680.1		amidohydrolase family protein			GUY30_RS02010	813	270	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	460688	462973	+							GUY30_RS02015	2286		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	460688	462973	+	WP_167193682.1	WP_167193682.1		TRAP transporter fused permease subunit			GUY30_RS02015	2286	761	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	462990	463982	+							GUY30_RS02020	993		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	462990	463982	+	WP_167193684.1	WP_167193684.1		TAXI family TRAP transporter solute-binding subunit			GUY30_RS02020	993	330	
gene	pseudogene	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	464075	465885	-					thiC		GUY30_RS02025	1811		pseudo
CDS	without_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	464075	465885	-				phosphomethylpyrimidine synthase ThiC	thiC		GUY30_RS02025	1811		pseudo
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	466052	467356	-							GUY30_RS02030	1305		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	466052	467356	-	WP_167193686.1	WP_167193686.1		M18 family aminopeptidase			GUY30_RS02030	1305	434	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	467491	469140	+							GUY30_RS02035	1650		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	467491	469140	+	WP_228281601.1	WP_228281601.1		DUF1684 domain-containing protein			GUY30_RS02035	1650	549	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	469227	471197	-							GUY30_RS02040	1971		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	469227	471197	-	WP_167193688.1	WP_167193688.1		peptidase M13			GUY30_RS02040	1971	656	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	471252	471830	+							GUY30_RS02045	579		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	471252	471830	+	WP_167193690.1	WP_167193690.1		low molecular weight phosphotyrosine protein phosphatase			GUY30_RS02045	579	192	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	471895	472542	+							GUY30_RS02050	648		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	471895	472542	+	WP_228281603.1	WP_228281603.1		copper resistance protein CopC			GUY30_RS02050	648	215	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	472820	472942	-							GUY30_RS17845	123		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	472820	472942	-	WP_228281608.1	WP_228281608.1		PQQ-dependent sugar dehydrogenase			GUY30_RS17845	123	40	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	472941	473141	+							GUY30_RS17850	201		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	472941	473141	+	WP_228281609.1	WP_228281609.1		hypothetical protein			GUY30_RS17850	201	66	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	473176	474018	-							GUY30_RS02055	843		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	473176	474018	-	WP_228281610.1	WP_228281610.1		PQQ-dependent sugar dehydrogenase			GUY30_RS02055	843	280	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	474213	475199	+							GUY30_RS02060	987		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	474213	475199	+	WP_167193692.1	WP_167193692.1		LLM class flavin-dependent oxidoreductase			GUY30_RS02060	987	328	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	475246	476199	-							GUY30_RS02065	954		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	475246	476199	-	WP_167193694.1	WP_167193694.1		LysR family transcriptional regulator			GUY30_RS02065	954	317	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	476303	478060	+							GUY30_RS02070	1758		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	476303	478060	+	WP_167193696.1	WP_167193696.1		FAD-binding protein			GUY30_RS02070	1758	585	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	478273	479139	+					hchA		GUY30_RS02075	867		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	478273	479139	+	WP_167193698.1	WP_167193698.1		protein deglycase HchA	hchA		GUY30_RS02075	867	288	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	479429	480829	+							GUY30_RS02080	1401		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	479429	480829	+	WP_167193700.1	WP_167193700.1		hemolysin family protein			GUY30_RS02080	1401	466	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	480826	481848	+							GUY30_RS02085	1023		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	480826	481848	+	WP_167193703.1	WP_167193703.1		CNNM domain-containing protein			GUY30_RS02085	1023	340	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	481963	482634	+							GUY30_RS02090	672		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	481963	482634	+	WP_167193705.1	WP_167193705.1		GntR family transcriptional regulator			GUY30_RS02090	672	223	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	482643	484001	+							GUY30_RS02095	1359		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	482643	484001	+	WP_228281614.1	WP_228281614.1		MFS transporter			GUY30_RS02095	1359	452	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	484148	484828	+							GUY30_RS02100	681		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	484148	484828	+	WP_039209357.1	WP_039209357.1		SDR family NAD(P)-dependent oxidoreductase			GUY30_RS02100	681	226	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	484968	486674	+					dld		GUY30_RS02105	1707		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	484968	486674	+	WP_167193707.1	WP_167193707.1		D-lactate dehydrogenase	dld		GUY30_RS02105	1707	568	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	486800	487375	-							GUY30_RS02110	576		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	486800	487375	-	WP_167193709.1	WP_167193709.1		hypothetical protein			GUY30_RS02110	576	191	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	487372	487584	-							GUY30_RS02115	213		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	487372	487584	-	WP_025776737.1	WP_025776737.1		helix-turn-helix transcriptional regulator			GUY30_RS02115	213	70	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	487974	489215	-							GUY30_RS02120	1242		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	487974	489215	-	WP_167193711.1	WP_167193711.1		MFS transporter			GUY30_RS02120	1242	413	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	489539	490579	+							GUY30_RS02125	1041		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	489539	490579	+	WP_167193713.1	WP_167193713.1		LCP family protein			GUY30_RS02125	1041	346	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	490791	491261	-							GUY30_RS02130	471		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	490791	491261	-	WP_167193715.1	WP_167193715.1		hypothetical protein			GUY30_RS02130	471	156	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	491732	493372	-					pgm		GUY30_RS02135	1641		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	491732	493372	-	WP_167193717.1	WP_167193717.1		phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)	pgm		GUY30_RS02135	1641	546	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	493492	493788	-							GUY30_RS02140	297		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	493492	493788	-	WP_167193719.1	WP_167193719.1		hypothetical protein			GUY30_RS02140	297	98	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	494036	495052	+					glsA		GUY30_RS02145	1017		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	494036	495052	+	WP_167193722.1	WP_167193722.1		glutaminase A	glsA		GUY30_RS02145	1017	338	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	495052	496680	+							GUY30_RS02150	1629		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	495052	496680	+	WP_228281615.1	WP_228281615.1		MFS transporter			GUY30_RS02150	1629	542	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	496751	497080	-							GUY30_RS02155	330		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	496751	497080	-	WP_062239468.1	WP_062239468.1		rhodanese-like domain-containing protein			GUY30_RS02155	330	109	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	497359	498330	+							GUY30_RS02160	972		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	497359	498330	+	WP_228281620.1	WP_228281620.1		pyridoxamine 5'-phosphate oxidase family protein			GUY30_RS02160	972	323	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	498429	499742	+							GUY30_RS02165	1314		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	498429	499742	+	WP_167193724.1	WP_167193724.1		FAD-dependent oxidoreductase			GUY30_RS02165	1314	437	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	499814	500671	+							GUY30_RS02170	858		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	499814	500671	+	WP_167193725.1	WP_167193725.1		ABC transporter permease			GUY30_RS02170	858	285	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	500664	501482	+							GUY30_RS02175	819		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	500664	501482	+	WP_167193727.1	WP_167193727.1		ABC transporter ATP-binding protein			GUY30_RS02175	819	272	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	501533	501877	+							GUY30_RS02180	345		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	501533	501877	+	WP_167193729.1	WP_167193729.1		hypothetical protein			GUY30_RS02180	345	114	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	501926	504466	-							GUY30_RS02185	2541		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	501926	504466	-	WP_167193732.1	WP_167193732.1		excinuclease ABC subunit UvrA			GUY30_RS02185	2541	846	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	504724	505995	+							GUY30_RS02190	1272		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	504724	505995	+	WP_167193734.1	WP_167193734.1		MFS transporter			GUY30_RS02190	1272	423	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	506100	507017	-							GUY30_RS02195	918		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	506100	507017	-	WP_167193736.1	WP_167193736.1		sulfite exporter TauE/SafE family protein			GUY30_RS02195	918	305	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	507417	508262	+							GUY30_RS02200	846		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	507417	508262	+	WP_228281622.1	WP_228281622.1		cobalamin biosynthesis protein CbiX			GUY30_RS02200	846	281	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	508415	510142	+							GUY30_RS02205	1728		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	508415	510142	+	WP_167193738.1	WP_167193738.1		nitrite/sulfite reductase			GUY30_RS02205	1728	575	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	510139	510948	+							GUY30_RS02210	810		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	510139	510948	+	WP_167193740.1	WP_167193740.1		phosphoadenylyl-sulfate reductase			GUY30_RS02210	810	269	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	510945	511910	+					cysD		GUY30_RS02215	966		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	510945	511910	+	WP_167193741.1	WP_167193741.1		sulfate adenylyltransferase subunit CysD	cysD		GUY30_RS02215	966	321	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	511910	513295	+							GUY30_RS02220	1386		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	511910	513295	+	WP_167193743.1	WP_167193743.1		GTP-binding protein			GUY30_RS02220	1386	461	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	513292	514101	+					cobA		GUY30_RS02225	810		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	513292	514101	+	WP_167193745.1	WP_167193745.1		uroporphyrinogen-III C-methyltransferase	cobA		GUY30_RS02225	810	269	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	514098	514424	+							GUY30_RS02230	327		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	514098	514424	+	WP_025776713.1	WP_025776713.1		ferredoxin family protein			GUY30_RS02230	327	108	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	514494	515900	+							GUY30_RS02235	1407		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	514494	515900	+	WP_167193747.1	WP_167193747.1		FAD-dependent oxidoreductase			GUY30_RS02235	1407	468	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	516138	517775	+							GUY30_RS02240	1638		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	516138	517775	+	WP_167193749.1	WP_167193749.1		stealth family protein			GUY30_RS02240	1638	545	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	517775	520378	+							GUY30_RS02245	2604		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	517775	520378	+	WP_167193751.1	WP_167193751.1		CDP-glycerol glycerophosphotransferase family protein			GUY30_RS02245	2604	867	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	520685	522355	+							GUY30_RS02250	1671		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	520685	522355	+	WP_208091468.1	WP_208091468.1		APC family permease			GUY30_RS02250	1671	556	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	522912	523664	+							GUY30_RS02255	753		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	522912	523664	+	WP_167193753.1	WP_167193753.1		OBAP family protein			GUY30_RS02255	753	250	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	523948	524958	+							GUY30_RS02260	1011		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	523948	524958	+	WP_228281624.1	WP_228281624.1		glycosyltransferase			GUY30_RS02260	1011	336	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	525684	526091	+							GUY30_RS02265	408		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	525684	526091	+	WP_167193757.1	WP_167193757.1		hypothetical protein			GUY30_RS02265	408	135	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	526796	528016	+							GUY30_RS02270	1221		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	526796	528016	+	WP_228281626.1	WP_228281626.1		glycosyltransferase family 4 protein			GUY30_RS02270	1221	406	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	528178	529362	-							GUY30_RS02275	1185		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	528178	529362	-	WP_167193759.1	WP_167193759.1		M20 family metallopeptidase			GUY30_RS02275	1185	394	
gene	pseudogene	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	529468	531007	-							GUY30_RS02285	1540		pseudo
CDS	without_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	529468	531007	-				hypothetical protein			GUY30_RS02285	1540		pseudo
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	531112	531501	-							GUY30_RS02290	390		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	531112	531501	-	WP_228281628.1	WP_228281628.1		hypothetical protein			GUY30_RS02290	390	129	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	532258	538785	+							GUY30_RS02295	6528		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	532258	538785	+	WP_167193763.1	WP_167193763.1		DUF11 domain-containing protein			GUY30_RS02295	6528	2175	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	538864	540984	-							GUY30_RS02300	2121		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	538864	540984	-	WP_167193765.1	WP_167193765.1		acetoacetate--CoA ligase			GUY30_RS02300	2121	706	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	541254	541724	-							GUY30_RS02305	471		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	541254	541724	-	WP_167193767.1	WP_167193767.1		hypothetical protein			GUY30_RS02305	471	156	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	541809	543110	-							GUY30_RS02310	1302		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	541809	543110	-	WP_167200637.1	WP_167200637.1		ISL3 family transposase			GUY30_RS02310	1302	433	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	543245	543469	-							GUY30_RS02315	225		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	543245	543469	-	WP_167193769.1	WP_167193769.1		hypothetical protein			GUY30_RS02315	225	74	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	544169	544753	-							GUY30_RS02320	585		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	544169	544753	-	WP_167193771.1	WP_167193771.1		YceI family protein			GUY30_RS02320	585	194	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	544992	545750	-							GUY30_RS02325	759		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	544992	545750	-	WP_167193773.1	WP_167193773.1		biotin--protein ligase			GUY30_RS02325	759	252	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	545815	547173	-							GUY30_RS02330	1359		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	545815	547173	-	WP_167193775.1	WP_167193775.1		FAD-dependent oxidoreductase			GUY30_RS02330	1359	452	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	547242	547475	-							GUY30_RS02335	234		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	547242	547475	-	WP_228281852.1	WP_228281852.1		universal stress protein			GUY30_RS02335	234	77	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	548759	549178	+							GUY30_RS02340	420		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	548759	549178	+	WP_167193779.1	WP_167193779.1		phage holin family protein			GUY30_RS02340	420	139	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	549162	549602	+							GUY30_RS02345	441		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	549162	549602	+	WP_167193781.1	WP_167193781.1		DUF3618 domain-containing protein			GUY30_RS02345	441	146	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	549671	550765	+							GUY30_RS02350	1095		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	549671	550765	+	WP_167193783.1	WP_167193783.1		YihY/virulence factor BrkB family protein			GUY30_RS02350	1095	364	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	550797	551099	+							GUY30_RS02355	303		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	550797	551099	+	WP_167193785.1	WP_167193785.1		DUF4235 domain-containing protein			GUY30_RS02355	303	100	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	551549	552076	+							GUY30_RS02360	528		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	551549	552076	+	WP_167193787.1	WP_167193787.1		DNA starvation/stationary phase protection protein			GUY30_RS02360	528	175	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	552282	552497	+							GUY30_RS02365	216		
CDS	with_protein	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	552282	552497	+	WP_167193789.1	WP_167193789.1		hypothetical protein			GUY30_RS02365	216	71	
gene	protein_coding	GCF_011617465.1	Primary Assembly	chromosome		NZ_CP050153.1	552698	553009	-							GUY30_RS02370	312		
