# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1030882	1033098	+						60905347	CXR25_RS04695	2217		old_locus_tag=CXR25_04750
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1030882	1033098	+	WP_125240452.1	WP_125240452.1		3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein		60905347	CXR25_RS04695	2217	738	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1033196	1034116	+						60905348	CXR25_RS04700	921		old_locus_tag=CXR25_04755
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1033196	1034116	+	WP_125178008.1	WP_125178008.1		NADP-dependent oxidoreductase		60905348	CXR25_RS04700	921	306	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1034141	1034773	-						60905349	CXR25_RS04705	633		old_locus_tag=CXR25_04760
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1034141	1034773	-	WP_125178544.1	WP_125178544.1		TetR/AcrR family transcriptional regulator		60905349	CXR25_RS04705	633	210	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1034901	1036514	+						60905350	CXR25_RS04710	1614		old_locus_tag=CXR25_04765
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1034901	1036514	+	WP_029417066.1	WP_029417066.1		methylcrotonoyl-CoA carboxylase		60905350	CXR25_RS04710	1614	537	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1036523	1038613	+						60905351	CXR25_RS04715	2091		old_locus_tag=CXR25_04770
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1036523	1038613	+	WP_125178009.1	WP_125178009.1		acetyl-CoA carboxylase biotin carboxylase subunit		60905351	CXR25_RS04715	2091	696	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1038710	1039861	+						60905352	CXR25_RS04720	1152		old_locus_tag=CXR25_04775
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1038710	1039861	+	WP_205676943.1	WP_205676943.1		acyl-CoA dehydrogenase family protein		60905352	CXR25_RS04720	1152	383	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1040006	1041484	+					cls	60905353	CXR25_RS04725	1479		old_locus_tag=CXR25_04780
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1040006	1041484	+	WP_069599669.1	WP_069599669.1		cardiolipin synthase	cls	60905353	CXR25_RS04725	1479	492	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1041530	1042351	-						60905354	CXR25_RS04730	822		old_locus_tag=CXR25_04785
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1041530	1042351	-	WP_009883381.1	WP_009883381.1		HAD-IIA family hydrolase		60905354	CXR25_RS04730	822	273	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1042479	1042790	+						60905355	CXR25_RS04735	312		old_locus_tag=CXR25_04790
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1042479	1042790	+	WP_009883382.1	WP_009883382.1		metalloregulator ArsR/SmtB family transcription factor		60905355	CXR25_RS04735	312	103	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1042814	1043299	+						60905356	CXR25_RS04740	486		old_locus_tag=CXR25_04795
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1042814	1043299	+	WP_125240453.1	WP_125240453.1		SRPBCC domain-containing protein		60905356	CXR25_RS04740	486	161	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1043459	1043962	+						60905357	CXR25_RS04745	504		old_locus_tag=CXR25_04800
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1043459	1043962	+	WP_009883384.1	WP_009883384.1		MaoC family dehydratase		60905357	CXR25_RS04745	504	167	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1043971	1044774	+						60905358	CXR25_RS04750	804		old_locus_tag=CXR25_04805
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1043971	1044774	+	WP_125240454.1	WP_125240454.1		CoA ester lyase		60905358	CXR25_RS04750	804	267	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1044797	1045462	+						60905359	CXR25_RS04755	666		old_locus_tag=CXR25_04810
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1044797	1045462	+	WP_009883386.1	WP_009883386.1		peptide deformylase		60905359	CXR25_RS04755	666	221	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1045530	1046720	+						60905360	CXR25_RS04760	1191		old_locus_tag=CXR25_04815
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1045530	1046720	+	WP_125240455.1	WP_125240455.1		hypothetical protein		60905360	CXR25_RS04760	1191	396	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1046713	1047243	+					msrA	60905361	CXR25_RS04765	531		old_locus_tag=CXR25_04820
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1046713	1047243	+	WP_009883388.1	WP_009883388.1		peptide-methionine (S)-S-oxide reductase MsrA	msrA	60905361	CXR25_RS04765	531	176	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1047244	1048062	+						60905362	CXR25_RS04770	819		old_locus_tag=CXR25_04825
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1047244	1048062	+	WP_180959243.1	WP_180959243.1		nitroreductase family protein		60905362	CXR25_RS04770	819	272	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1048059	1049354	+						60905363	CXR25_RS04775	1296		old_locus_tag=CXR25_04830
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1048059	1049354	+	WP_009883390.1	WP_009883390.1		MFS transporter		60905363	CXR25_RS04775	1296	431	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1049555	1053277	+						60905364	CXR25_RS04780	3723		old_locus_tag=CXR25_04835
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1049555	1053277	+	WP_236850659.1	WP_236850659.1		efflux RND transporter permease subunit		60905364	CXR25_RS04780	3723	1240	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1053303	1054064	+						60905365	CXR25_RS04785	762		old_locus_tag=CXR25_04840
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1053303	1054064	+	WP_069601289.1	WP_069601289.1		CPBP family intramembrane metalloprotease		60905365	CXR25_RS04785	762	253	
gene	pseudogene	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1054195	1056225	+						60905366	CXR25_RS04790	2031		partial;pseudo;old_locus_tag=CXR25_04845
CDS	without_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1054195	1056225	+				PhoX family phosphatase		60905366	CXR25_RS04790	2031		partial;pseudo
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1057019	1057663	-						60905367	CXR25_RS04795	645		old_locus_tag=CXR25_04850
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1057019	1057663	-	WP_009883394.1	WP_009883394.1		VOC family protein		60905367	CXR25_RS04795	645	214	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1057842	1058327	-						60905368	CXR25_RS04800	486		old_locus_tag=CXR25_04855
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1057842	1058327	-	WP_009883395.1	WP_009883395.1		inorganic diphosphatase		60905368	CXR25_RS04800	486	161	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1058440	1059906	+					dacB	60905369	CXR25_RS04805	1467		old_locus_tag=CXR25_04860
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1058440	1059906	+	WP_096158390.1	WP_096158390.1		D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase	dacB	60905369	CXR25_RS04805	1467	488	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1059903	1060919	+						60905370	CXR25_RS04810	1017		old_locus_tag=CXR25_04865
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1059903	1060919	+	WP_096158953.1	WP_096158953.1		zinc-dependent metalloprotease		60905370	CXR25_RS04810	1017	338	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1060906	1061937	+					tilS	60905371	CXR25_RS04815	1032		old_locus_tag=CXR25_04870
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1060906	1061937	+	WP_029417078.1	WP_029417078.1		tRNA lysidine(34) synthetase TilS	tilS	60905371	CXR25_RS04815	1032	343	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1061981	1063216	-						60905372	CXR25_RS04820	1236		old_locus_tag=CXR25_04875
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1061981	1063216	-	WP_226829761.1	WP_226829761.1		amidohydrolase family protein		60905372	CXR25_RS04820	1236	411	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1063379	1064662	+						60905373	CXR25_RS04825	1284		old_locus_tag=CXR25_04880
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1063379	1064662	+	WP_009883400.1	WP_009883400.1		MFS transporter		60905373	CXR25_RS04825	1284	427	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1064710	1065261	+					hpt	60905374	CXR25_RS04830	552		old_locus_tag=CXR25_04885
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1064710	1065261	+	WP_009883401.1	WP_009883401.1		hypoxanthine phosphoribosyltransferase	hpt	60905374	CXR25_RS04830	552	183	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1065429	1067603	+					ftsH	60905375	CXR25_RS04835	2175		old_locus_tag=CXR25_04890
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1065429	1067603	+	WP_009883402.1	WP_009883402.1		ATP-dependent zinc metalloprotease FtsH	ftsH	60905375	CXR25_RS04835	2175	724	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1067603	1068226	+					folE	60905376	CXR25_RS04840	624		old_locus_tag=CXR25_04895
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1067603	1068226	+	WP_009883403.1	WP_009883403.1		GTP cyclohydrolase I FolE	folE	60905376	CXR25_RS04840	624	207	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1068236	1069120	+					folP	60905377	CXR25_RS04845	885		old_locus_tag=CXR25_04900
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1068236	1069120	+	WP_069599675.1	WP_069599675.1		dihydropteroate synthase	folP	60905377	CXR25_RS04845	885	294	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1069117	1070043	+					folK	60905378	CXR25_RS04850	927		old_locus_tag=CXR25_04905
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1069117	1070043	+	WP_096167103.1	WP_096167103.1		2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	folK	60905378	CXR25_RS04850	927	308	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1070072	1070533	+						60905379	CXR25_RS04855	462		old_locus_tag=CXR25_04910
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1070072	1070533	+	WP_069599676.1	WP_069599676.1		DUF3180 domain-containing protein		60905379	CXR25_RS04855	462	153	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1070530	1071030	+						60905380	CXR25_RS04860	501		old_locus_tag=CXR25_04915
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1070530	1071030	+	WP_009884266.1	WP_009884266.1		PH domain-containing protein		60905380	CXR25_RS04860	501	166	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1071033	1072886	+						60905381	CXR25_RS04865	1854		old_locus_tag=CXR25_04920
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1071033	1072886	+	WP_096146640.1	WP_096146640.1		PH domain-containing protein		60905381	CXR25_RS04865	1854	617	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1072883	1073788	+						60905382	CXR25_RS04870	906		old_locus_tag=CXR25_04925
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1072883	1073788	+	WP_083248673.1	WP_083248673.1		DUF2520 domain-containing protein		60905382	CXR25_RS04870	906	301	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1073906	1075465	+					lysS	60905383	CXR25_RS04875	1560		old_locus_tag=CXR25_04930
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1073906	1075465	+	WP_009884269.1	WP_009884269.1		lysine--tRNA ligase	lysS	60905383	CXR25_RS04875	1560	519	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1075470	1075715	+						60905384	CXR25_RS04880	246		old_locus_tag=CXR25_04935
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1075470	1075715	+	WP_101557271.1	WP_101557271.1		hypothetical protein		60905384	CXR25_RS04880	246	81	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1075681	1076019	+						60905385	CXR25_RS04885	339		old_locus_tag=CXR25_04940
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1075681	1076019	+	WP_029417415.1	WP_029417415.1		Lsr2 family protein		60905385	CXR25_RS04885	339	112	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1076573	1079125	+						60905386	CXR25_RS04890	2553		old_locus_tag=CXR25_04945
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1076573	1079125	+	WP_009884271.1	WP_009884271.1		ATP-dependent Clp protease ATP-binding subunit		60905386	CXR25_RS04890	2553	850	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1079220	1079804	+						60905387	CXR25_RS04895	585		old_locus_tag=CXR25_04950
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1079220	1079804	+	WP_009884272.1	WP_009884272.1		amino-acid N-acetyltransferase		60905387	CXR25_RS04895	585	194	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1079875	1080912	-						60905388	CXR25_RS04900	1038		old_locus_tag=CXR25_04955
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1079875	1080912	-	WP_069599680.1	WP_069599680.1		A/G-specific adenine glycosylase		60905388	CXR25_RS04900	1038	345	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1080949	1081725	+						60905389	CXR25_RS04905	777		old_locus_tag=CXR25_04960
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1080949	1081725	+	WP_226823988.1	WP_226823988.1		hypothetical protein		60905389	CXR25_RS04905	777	258	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1081809	1082201	-						60905390	CXR25_RS04910	393		old_locus_tag=CXR25_04965
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1081809	1082201	-	WP_226823989.1	WP_226823989.1		VOC family protein		60905390	CXR25_RS04910	393	130	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1082244	1083596	-					radA	60905391	CXR25_RS04915	1353		old_locus_tag=CXR25_04970
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1082244	1083596	-	WP_009884276.1	WP_009884276.1		DNA repair protein RadA	radA	60905391	CXR25_RS04915	1353	450	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1083707	1084474	-					map	60905392	CXR25_RS04920	768		old_locus_tag=CXR25_04975
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1083707	1084474	-	WP_009884277.1	WP_009884277.1		type I methionyl aminopeptidase	map	60905392	CXR25_RS04920	768	255	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1084625	1084861	+						60905393	CXR25_RS04925	237		old_locus_tag=CXR25_04980
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1084625	1084861	+	WP_009884278.1	WP_009884278.1		hypothetical protein		60905393	CXR25_RS04925	237	78	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1084862	1085086	-						60905394	CXR25_RS04930	225		old_locus_tag=CXR25_04985
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1084862	1085086	-	WP_009884279.1	WP_009884279.1		PLD nuclease N-terminal domain-containing protein		60905394	CXR25_RS04930	225	74	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1085119	1086657	-						60905395	CXR25_RS04935	1539		old_locus_tag=CXR25_04990
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1085119	1086657	-	WP_125240456.1	WP_125240456.1		aldehyde dehydrogenase family protein		60905395	CXR25_RS04935	1539	512	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1086762	1087892	-						60905396	CXR25_RS04940	1131		old_locus_tag=CXR25_04995
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1086762	1087892	-	WP_240516280.1	WP_240516280.1		FAD-binding oxidoreductase		60905396	CXR25_RS04940	1131	376	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1087891	1088082	+						60908106	CXR25_RS18610	192		
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1087891	1088082	+	WP_164513763.1	WP_164513763.1		hypothetical protein		60908106	CXR25_RS18610	192	63	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1088144	1089034	+						60905397	CXR25_RS04945	891		old_locus_tag=CXR25_05000
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1088144	1089034	+	WP_009884282.1	WP_009884282.1		LysR family transcriptional regulator		60905397	CXR25_RS04945	891	296	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1089031	1089633	+						60905398	CXR25_RS04950	603		old_locus_tag=CXR25_05005
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1089031	1089633	+	WP_096158393.1	WP_096158393.1		class I SAM-dependent methyltransferase		60905398	CXR25_RS04950	603	200	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1089697	1090017	+						60905399	CXR25_RS04955	321		old_locus_tag=CXR25_05010
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1089697	1090017	+	WP_096158394.1	WP_096158394.1		antibiotic biosynthesis monooxygenase		60905399	CXR25_RS04955	321	106	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1090091	1090636	+						60905400	CXR25_RS04960	546		old_locus_tag=CXR25_05015
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1090091	1090636	+	WP_096158395.1	WP_096158395.1		hypothetical protein		60905400	CXR25_RS04960	546	181	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1090675	1091556	-						60905401	CXR25_RS04965	882		old_locus_tag=CXR25_05020
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1090675	1091556	-	WP_009884286.1	WP_009884286.1		energy-coupling factor transporter transmembrane protein EcfT		60905401	CXR25_RS04965	882	293	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1091540	1093030	-						60905402	CXR25_RS04970	1491		old_locus_tag=CXR25_05025
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1091540	1093030	-	WP_096158396.1	WP_096158396.1		energy-coupling factor ABC transporter ATP-binding protein		60905402	CXR25_RS04970	1491	496	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1093030	1093650	-						60905403	CXR25_RS04975	621		old_locus_tag=CXR25_05030
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1093030	1093650	-	WP_069599686.1	WP_069599686.1		ECF transporter S component		60905403	CXR25_RS04975	621	206	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1093932	1095854	+						60905404	CXR25_RS04980	1923		old_locus_tag=CXR25_05035
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1093932	1095854	+	WP_069599687.1	WP_069599687.1		fibronectin type III domain-containing protein		60905404	CXR25_RS04980	1923	640	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1095895	1096803	-						60905405	CXR25_RS04985	909		old_locus_tag=CXR25_05040
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1095895	1096803	-	WP_009884290.1	WP_009884290.1		universal stress protein		60905405	CXR25_RS04985	909	302	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1096919	1097458	-						60905406	CXR25_RS04990	540		old_locus_tag=CXR25_05045
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1096919	1097458	-	WP_009882948.1	WP_009882948.1		DUF4916 domain-containing protein		60905406	CXR25_RS04990	540	179	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1097543	1097845	+						60905407	CXR25_RS04995	303		old_locus_tag=CXR25_05050
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1097543	1097845	+	WP_083248918.1	WP_083248918.1		antibiotic biosynthesis monooxygenase		60905407	CXR25_RS04995	303	100	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1098108	1099604	+						60905408	CXR25_RS05000	1497		old_locus_tag=CXR25_05055
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1098108	1099604	+	WP_009882946.1	WP_009882946.1		MmgE/PrpD family protein		60905408	CXR25_RS05000	1497	498	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1099604	1100509	+					prpB	60905409	CXR25_RS05005	906		old_locus_tag=CXR25_05060
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1099604	1100509	+	WP_009882945.1	WP_009882945.1		methylisocitrate lyase	prpB	60905409	CXR25_RS05005	906	301	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1100506	1101627	+						60905410	CXR25_RS05010	1122		old_locus_tag=CXR25_05065
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1100506	1101627	+	WP_009882944.1	WP_009882944.1		bifunctional 2-methylcitrate synthase/citrate synthase		60905410	CXR25_RS05010	1122	373	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1101654	1102463	+						60905411	CXR25_RS05015	810		old_locus_tag=CXR25_05070
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1101654	1102463	+	WP_009882943.1	WP_009882943.1		enoyl-CoA hydratase/isomerase family protein		60905411	CXR25_RS05015	810	269	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1102486	1103451	+						60905412	CXR25_RS05020	966		old_locus_tag=CXR25_05075
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1102486	1103451	+	WP_009882942.1	WP_009882942.1		Ppx/GppA family phosphatase		60905412	CXR25_RS05020	966	321	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1103616	1105337	+						60905413	CXR25_RS05025	1722		old_locus_tag=CXR25_05080
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1103616	1105337	+	WP_009882941.1	WP_009882941.1		glycerol-3-phosphate dehydrogenase/oxidase		60905413	CXR25_RS05025	1722	573	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1105375	1106097	+						60905414	CXR25_RS05030	723		old_locus_tag=CXR25_05085
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1105375	1106097	+	WP_009882940.1	WP_009882940.1		aquaporin family protein		60905414	CXR25_RS05030	723	240	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1106174	1107706	+					glpK	60905415	CXR25_RS05035	1533		old_locus_tag=CXR25_05090
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1106174	1107706	+	WP_125178013.1	WP_125178013.1		glycerol kinase GlpK	glpK	60905415	CXR25_RS05035	1533	510	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1107742	1108305	-						60905416	CXR25_RS05040	564		old_locus_tag=CXR25_05095
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1107742	1108305	-	WP_096158399.1	WP_096158399.1		GNAT family N-acetyltransferase		60905416	CXR25_RS05040	564	187	
gene	protein_coding	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1108380	1109423	+						60905417	CXR25_RS05045	1044		old_locus_tag=CXR25_05100
CDS	with_protein	GCF_003932995.1	Primary Assembly	chromosome		NZ_CP025333.1	1108380	1109423	+	WP_096158400.1	WP_096158400.1		sugar phosphate isomerase/epimerase		60905417	CXR25_RS05045	1044	347	
