# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	658320	659306	-	WP_166969557.1	WP_166969557.1		PDR/VanB family oxidoreductase			GUY23_RS02860	987	328	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	659465	659986	-							GUY23_RS02865	522		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	659465	659986	-	WP_166969559.1	WP_166969559.1		Rieske (2Fe-2S) protein			GUY23_RS02865	522	173	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	659983	661119	-							GUY23_RS02870	1137		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	659983	661119	-	WP_166969561.1	WP_166969561.1		amidohydrolase			GUY23_RS02870	1137	378	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	661124	662296	-							GUY23_RS02875	1173		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	661124	662296	-	WP_208085453.1	WP_208085453.1		amidohydrolase family protein			GUY23_RS02875	1173	390	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	662668	664059	+							GUY23_RS02880	1392		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	662668	664059	+	WP_166969563.1	WP_166969563.1		MHS family MFS transporter			GUY23_RS02880	1392	463	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	664357	664983	+							GUY23_RS02885	627		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	664357	664983	+	WP_228282822.1	WP_228282822.1		GntR family transcriptional regulator			GUY23_RS02885	627	208	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	665371	666138	-							GUY23_RS02890	768		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	665371	666138	-	WP_166969567.1	WP_166969567.1		enoyl-CoA hydratase-related protein			GUY23_RS02890	768	255	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	666135	667355	-							GUY23_RS02895	1221		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	666135	667355	-	WP_166969569.1	WP_166969569.1		CoA transferase			GUY23_RS02895	1221	406	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	667478	668122	-							GUY23_RS18535	645		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	667478	668122	-	WP_228282683.1	WP_228282683.1		hypothetical protein			GUY23_RS18535	645	214	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	668285	669625	+							GUY23_RS02905	1341		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	668285	669625	+	WP_166969573.1	WP_166969573.1		gluconate permease			GUY23_RS02905	1341	446	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	669727	671436	+					dld		GUY23_RS02910	1710		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	669727	671436	+	WP_166969575.1	WP_166969575.1		D-lactate dehydrogenase	dld		GUY23_RS02910	1710	569	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	671660	672232	-							GUY23_RS02915	573		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	671660	672232	-	WP_166969577.1	WP_166969577.1		hypothetical protein			GUY23_RS02915	573	190	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	672229	672441	-							GUY23_RS02920	213		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	672229	672441	-	WP_166969579.1	WP_166969579.1		helix-turn-helix transcriptional regulator			GUY23_RS02920	213	70	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	672689	673927	-							GUY23_RS02925	1239		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	672689	673927	-	WP_166969581.1	WP_166969581.1		MFS transporter			GUY23_RS02925	1239	412	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	674249	675292	+							GUY23_RS02930	1044		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	674249	675292	+	WP_166969583.1	WP_166969583.1		LCP family protein			GUY23_RS02930	1044	347	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	675550	676020	-							GUY23_RS02935	471		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	675550	676020	-	WP_166969585.1	WP_166969585.1		hypothetical protein			GUY23_RS02935	471	156	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	676646	678286	-					pgm		GUY23_RS02940	1641		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	676646	678286	-	WP_166969587.1	WP_166969587.1		phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)	pgm		GUY23_RS02940	1641	546	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	678420	678731	-							GUY23_RS02945	312		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	678420	678731	-	WP_166969589.1	WP_166969589.1		hypothetical protein			GUY23_RS02945	312	103	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	679060	680076	+					glsA		GUY23_RS02950	1017		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	679060	680076	+	WP_166969591.1	WP_166969591.1		glutaminase A	glsA		GUY23_RS02950	1017	338	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	680073	681695	+							GUY23_RS02955	1623		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	680073	681695	+	WP_228282685.1	WP_228282685.1		MFS transporter			GUY23_RS02955	1623	540	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	681795	682707	-							GUY23_RS02960	913		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	681795	682707	-	WP_228282687.1	WP_228282687.1		IS5 family transposase			GUY23_RS02960	912	303	ribosomal_slippage
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	682838	683086	+							GUY23_RS02965	249		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	682838	683086	+	WP_166969593.1	WP_166969593.1		hypothetical protein			GUY23_RS02965	249	82	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	683200	683688	+							GUY23_RS02970	489		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	683200	683688	+	WP_166969595.1	WP_166969595.1		pyridoxamine 5'-phosphate oxidase family protein			GUY23_RS02970	489	162	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	683838	684167	-							GUY23_RS02975	330		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	683838	684167	-	WP_166969597.1	WP_166969597.1		rhodanese-like domain-containing protein			GUY23_RS02975	330	109	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	684357	684647	+							GUY23_RS02980	291		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	684357	684647	+	WP_166969599.1	WP_166969599.1		DUF4287 domain-containing protein			GUY23_RS02980	291	96	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	684644	684988	+							GUY23_RS02985	345		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	684644	684988	+	WP_166969601.1	WP_166969601.1		cupin domain-containing protein			GUY23_RS02985	345	114	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	685022	686359	+							GUY23_RS02990	1338		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	685022	686359	+	WP_166969603.1	WP_166969603.1		FAD-dependent oxidoreductase			GUY23_RS02990	1338	445	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	686433	687290	+							GUY23_RS02995	858		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	686433	687290	+	WP_166969605.1	WP_166969605.1		ABC transporter permease			GUY23_RS02995	858	285	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	687283	688101	+							GUY23_RS03000	819		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	687283	688101	+	WP_166969607.1	WP_166969607.1		ABC transporter ATP-binding protein			GUY23_RS03000	819	272	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	688502	689773	+							GUY23_RS03005	1272		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	688502	689773	+	WP_166969609.1	WP_166969609.1		MFS transporter			GUY23_RS03005	1272	423	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	690310	691260	+							GUY23_RS03010	951		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	690310	691260	+	WP_166969611.1	WP_166969611.1		cobalamin biosynthesis protein CbiX			GUY23_RS03010	951	316	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	691453	693246	+							GUY23_RS03015	1794		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	691453	693246	+	WP_166969613.1	WP_166969613.1		nitrite/sulfite reductase			GUY23_RS03015	1794	597	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	693243	694049	+							GUY23_RS03020	807		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	693243	694049	+	WP_166969615.1	WP_166969615.1		phosphoadenylyl-sulfate reductase			GUY23_RS03020	807	268	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	694046	695011	+					cysD		GUY23_RS03025	966		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	694046	695011	+	WP_166969617.1	WP_166969617.1		sulfate adenylyltransferase subunit CysD	cysD		GUY23_RS03025	966	321	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	695011	696354	+							GUY23_RS03030	1344		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	695011	696354	+	WP_166969619.1	WP_166969619.1		GTP-binding protein			GUY23_RS03030	1344	447	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	696351	697151	+					cobA		GUY23_RS03035	801		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	696351	697151	+	WP_166969621.1	WP_166969621.1		uroporphyrinogen-III C-methyltransferase	cobA		GUY23_RS03035	801	266	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	697148	697474	+							GUY23_RS03040	327		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	697148	697474	+	WP_166969623.1	WP_166969623.1		ferredoxin family protein			GUY23_RS03040	327	108	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	697515	698918	+							GUY23_RS03045	1404		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	697515	698918	+	WP_208085454.1	WP_208085454.1		FAD-dependent oxidoreductase			GUY23_RS03045	1404	467	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	699112	700782	+							GUY23_RS03050	1671		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	699112	700782	+	WP_208085455.1	WP_208085455.1		APC family permease			GUY23_RS03050	1671	556	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	701910	703883	-							GUY23_RS03055	1974		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	701910	703883	-	WP_166969625.1	WP_166969625.1		acetoacetate--CoA ligase			GUY23_RS03055	1974	657	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	704077	705336	-					wecC		GUY23_RS03060	1260		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	704077	705336	-	WP_166969627.1	WP_166969627.1		UDP-N-acetyl-D-mannosamine dehydrogenase	wecC		GUY23_RS03060	1260	419	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	705636	706799	+					wecB		GUY23_RS03065	1164		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	705636	706799	+	WP_228282689.1	WP_228282689.1		UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	wecB		GUY23_RS03065	1164	387	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	706817	707986	+							GUY23_RS03070	1170		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	706817	707986	+	WP_166969630.1	WP_166969630.1		glycosyltransferase			GUY23_RS03070	1170	389	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	707997	708785	-							GUY23_RS03075	789		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	707997	708785	-	WP_166969632.1	WP_166969632.1		hypothetical protein			GUY23_RS03075	789	262	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	708810	710219	-							GUY23_RS03080	1410		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	708810	710219	-	WP_166969634.1	WP_166969634.1		polysaccharide pyruvyl transferase family protein			GUY23_RS03080	1410	469	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	710216	712765	-							GUY23_RS03085	2550		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	710216	712765	-	WP_166969636.1	WP_166969636.1		glycosyltransferase family 4 protein			GUY23_RS03085	2550	849	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	712758	713657	-							GUY23_RS03090	900		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	712758	713657	-	WP_166969638.1	WP_166969638.1		hypothetical protein			GUY23_RS03090	900	299	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	713650	716283	-							GUY23_RS03095	2634		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	713650	716283	-	WP_166969640.1	WP_166969640.1		glycosyltransferase			GUY23_RS03095	2634	877	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	716280	716615	-							GUY23_RS03100	336		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	716280	716615	-	WP_166969642.1	WP_166969642.1		hypothetical protein			GUY23_RS03100	336	111	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	716780	718603	-							GUY23_RS03105	1824		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	716780	718603	-	WP_166969644.1	WP_166969644.1		glycosyltransferase			GUY23_RS03105	1824	607	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	719015	720892	+							GUY23_RS03110	1878		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	719015	720892	+	WP_166969646.1	WP_166969646.1		polysaccharide biosynthesis protein			GUY23_RS03110	1878	625	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	720892	721929	+							GUY23_RS03115	1038		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	720892	721929	+	WP_166969648.1	WP_166969648.1		glycosyltransferase family 4 protein			GUY23_RS03115	1038	345	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	721926	723287	+							GUY23_RS03120	1362		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	721926	723287	+	WP_166969650.1	WP_166969650.1		glycosyltransferase family 4 protein			GUY23_RS03120	1362	453	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	723284	725020	+							GUY23_RS03125	1737		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	723284	725020	+	WP_166969652.1	WP_166969652.1		glycosyltransferase family 4 protein			GUY23_RS03125	1737	578	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	725017	725916	+							GUY23_RS03130	900		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	725017	725916	+	WP_166969654.1	WP_166969654.1		ABC transporter permease			GUY23_RS03130	900	299	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	725903	727210	+							GUY23_RS03135	1308		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	725903	727210	+	WP_166969656.1	WP_166969656.1		ABC transporter ATP-binding protein			GUY23_RS03135	1308	435	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	727207	728067	+							GUY23_RS03140	861		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	727207	728067	+	WP_166969658.1	WP_166969658.1		DUF6270 domain-containing protein			GUY23_RS03140	861	286	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	728081	729820	-							GUY23_RS03145	1740		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	728081	729820	-	WP_166969660.1	WP_166969660.1		hypothetical protein			GUY23_RS03145	1740	579	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	729976	732000	-							GUY23_RS03150	2025		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	729976	732000	-	WP_166969662.1	WP_166969662.1		CDP-glycerol glycerophosphotransferase family protein			GUY23_RS03150	2025	674	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	732945	734498	+							GUY23_RS03155	1554		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	732945	734498	+	WP_166969664.1	WP_166969664.1		IS1634 family transposase			GUY23_RS03155	1554	517	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	735006	736448	+							GUY23_RS03160	1443		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	735006	736448	+	WP_166969666.1	WP_166969666.1		hypothetical protein			GUY23_RS03160	1443	480	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	736445	737374	-							GUY23_RS03165	930		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	736445	737374	-	WP_166969668.1	WP_166969668.1		LCP family protein			GUY23_RS03165	930	309	
gene	pseudogene	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	737892	738431	-							GUY23_RS18540	540		partial;pseudo
CDS	without_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	737892	738431	-				YceI family protein			GUY23_RS18540	540		partial;pseudo
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	738809	739510	-							GUY23_RS03175	702		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	738809	739510	-	WP_166969672.1	WP_166969672.1		GntR family transcriptional regulator			GUY23_RS03175	702	233	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	739517	740452	-							GUY23_RS03180	936		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	739517	740452	-	WP_166969674.1	WP_166969674.1		hydroxymethylglutaryl-CoA lyase			GUY23_RS03180	936	311	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	740452	741672	-							GUY23_RS03185	1221		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	740452	741672	-	WP_166969676.1	WP_166969676.1		CoA transferase			GUY23_RS03185	1221	406	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	741747	743180	+							GUY23_RS03190	1434		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	741747	743180	+	WP_228282692.1	WP_228282692.1		2-hydroxycarboxylate transporter family protein			GUY23_RS03190	1434	477	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	743454	744629	-							GUY23_RS03195	1176		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	743454	744629	-	WP_228282694.1	WP_228282694.1		YbfB/YjiJ family MFS transporter			GUY23_RS03195	1176	391	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	744707	745963	-							GUY23_RS03200	1257		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	744707	745963	-	WP_166969678.1	WP_166969678.1		DUF3500 domain-containing protein			GUY23_RS03200	1257	418	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	745984	746715	-							GUY23_RS03205	732		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	745984	746715	-	WP_166969680.1	WP_166969680.1		FCD domain-containing protein			GUY23_RS03205	732	243	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	746778	747662	+							GUY23_RS03210	885		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	746778	747662	+	WP_166969682.1	WP_166969682.1		fumarylacetoacetate hydrolase family protein			GUY23_RS03210	885	294	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	747720	748967	+							GUY23_RS03215	1248		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	747720	748967	+	WP_166969684.1	WP_166969684.1		aromatic acid/H+ symport family MFS transporter			GUY23_RS03215	1248	415	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	748964	750811	+							GUY23_RS03220	1848		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	748964	750811	+	WP_166969685.1	WP_166969685.1		FAD-dependent monooxygenase			GUY23_RS03220	1848	615	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	750808	751785	+							GUY23_RS03225	978		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	750808	751785	+	WP_166969687.1	WP_166969687.1		alpha/beta hydrolase			GUY23_RS03225	978	325	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	751834	752913	+							GUY23_RS03230	1080		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	751834	752913	+	WP_166969689.1	WP_166969689.1		cupin domain-containing protein			GUY23_RS03230	1080	359	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	752961	754625	+							GUY23_RS03235	1665		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	752961	754625	+	WP_228282696.1	WP_228282696.1		hypothetical protein			GUY23_RS03235	1665	554	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	754703	755296	+							GUY23_RS03240	594		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	754703	755296	+	WP_166969691.1	WP_166969691.1		hypothetical protein			GUY23_RS03240	594	197	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	756135	757481	-							GUY23_RS03250	1347		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	756135	757481	-	WP_166969695.1	WP_166969695.1		cation:dicarboxylase symporter family transporter			GUY23_RS03250	1347	448	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	757684	758091	+							GUY23_RS03255	408		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	757684	758091	+	WP_166969697.1	WP_166969697.1		hypothetical protein			GUY23_RS03255	408	135	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	758088	759767	+							GUY23_RS03260	1680		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	758088	759767	+	WP_228282698.1	WP_228282698.1		sensor histidine kinase			GUY23_RS03260	1680	559	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	759760	760509	+							GUY23_RS03265	750		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	759760	760509	+	WP_228282700.1	WP_228282700.1		response regulator			GUY23_RS03265	750	249	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	760961	763507	+							GUY23_RS03270	2547		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	760961	763507	+	WP_166969701.1	WP_166969701.1		choice-of-anchor G family protein			GUY23_RS03270	2547	848	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	763660	765198	+							GUY23_RS03280	1539		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	763660	765198	+	WP_228282702.1	WP_228282702.1		HTTM domain-containing protein			GUY23_RS03280	1539	512	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	765749	769258	+							GUY23_RS03285	3510		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	765749	769258	+	WP_166969703.1	WP_166969703.1		choice-of-anchor G family protein			GUY23_RS03285	3510	1169	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	769309	770733	+							GUY23_RS03290	1425		
CDS	with_protein	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	769309	770733	+	WP_228282704.1	WP_228282704.1		copper amine oxidase			GUY23_RS03290	1425	474	
gene	protein_coding	GCF_011617245.1	Primary Assembly	chromosome		NZ_CP050152.1	771262	772776	+							GUY23_RS03295	1515		
